Name,CreatedAt,UpdatedAt,PrimaryLanguage,Releases,PullRequests,Open Issues,Closed Issues,LastRelease,Stars
freeCodeCamp,2014-12-24 17:49:19 +0000 UTC,2022-08-31 11:15:54 +0000 UTC,TypeScript,0,18137,136,16142,No Releases,352350
996.ICU,2019-03-26 07:31:14 +0000 UTC,2022-08-31 10:30:55 +0000 UTC,,0,1063,0,0,No Releases,263772
free-programming-books,2013-10-11 06:50:37 +0000 UTC,2022-08-31 11:10:53 +0000 UTC,,0,4500,27,703,No Releases,246881
coding-interview-university,2016-06-06 02:34:12 +0000 UTC,2022-08-31 11:14:19 +0000 UTC,,0,317,38,307,No Releases,231085
awesome,2014-07-11 13:42:37 +0000 UTC,2022-08-31 11:01:39 +0000 UTC,,0,591,21,290,No Releases,217190
developer-roadmap,2017-03-15 13:45:52 +0000 UTC,2022-08-31 11:12:56 +0000 UTC,TypeScript,0,540,103,542,No Releases,208874
public-apis,2016-03-20 23:49:42 +0000 UTC,2022-08-31 11:16:52 +0000 UTC,Python,0,1870,2,396,No Releases,207422
vue,2013-07-29 03:24:51 +0000 UTC,2022-08-31 11:06:36 +0000 UTC,TypeScript,241,1100,333,9527,2022-08-23T01:29:42Z,198998
system-design-primer,2017-02-26 16:15:28 +0000 UTC,2022-08-31 11:16:36 +0000 UTC,Python,0,193,164,67,No Releases,194797
react,2013-05-24 16:15:54 +0000 UTC,2022-08-31 11:14:42 +0000 UTC,JavaScript,99,8435,773,10896,2022-06-14T19:51:27Z,194080
tensorflow,2015-11-07 01:19:20 +0000 UTC,2022-08-31 11:03:31 +0000 UTC,C++,173,15055,2134,33340,2022-08-26T15:05:21Z,167456
build-your-own-x,2018-05-09 12:03:18 +0000 UTC,2022-08-31 11:13:59 +0000 UTC,,0,91,173,345,No Releases,163202
bootstrap,2011-07-29 21:19:00 +0000 UTC,2022-08-31 11:16:45 +0000 UTC,JavaScript,79,7785,277,21193,2022-07-19T15:56:38Z,159247
You-Dont-Know-JS,2013-11-16 02:37:24 +0000 UTC,2022-08-31 11:10:58 +0000 UTC,,0,354,82,821,No Releases,158463
CS-Notes,2018-02-13 14:56:24 +0000 UTC,2022-08-31 11:00:48 +0000 UTC,,0,375,114,438,No Releases,156015
javascript-algorithms,2018-03-24 07:47:04 +0000 UTC,2022-08-31 10:29:36 +0000 UTC,JavaScript,0,268,102,191,No Releases,149934
ohmyzsh,2009-08-28 18:15:37 +0000 UTC,2022-08-31 11:16:56 +0000 UTC,Shell,0,2706,230,4017,No Releases,149489
flutter,2015-03-06 22:54:58 +0000 UTC,2022-08-31 11:03:26 +0000 UTC,Dart,0,26896,10899,61597,No Releases,143997
Python,2016-07-16 09:44:01 +0000 UTC,2022-08-31 11:15:55 +0000 UTC,Python,0,1870,28,1029,No Releases,142719
awesome-python,2014-06-27 21:00:06 +0000 UTC,2022-08-31 10:55:37 +0000 UTC,Python,0,527,30,357,No Releases,139582
gitignore,2010-11-08 20:17:14 +0000 UTC,2022-08-31 11:12:06 +0000 UTC,,0,1522,0,0,No Releases,137753
linux,2011-09-04 22:48:12 +0000 UTC,2022-08-31 11:11:01 +0000 UTC,C,0,9,0,0,No Releases,137130
vscode,2015-09-03 20:23:38 +0000 UTC,2022-08-31 11:18:14 +0000 UTC,TypeScript,77,11303,7184,133489,2022-08-15T17:13:44Z,135986
javascript,2012-11-01 23:13:50 +0000 UTC,2022-08-31 11:13:35 +0000 UTC,JavaScript,0,780,88,1097,No Releases,126747
JavaGuide,2018-05-07 13:27:00 +0000 UTC,2022-08-31 10:25:46 +0000 UTC,Java,0,709,63,752,No Releases,126731
Python-100-Days,2018-03-01 16:05:52 +0000 UTC,2022-08-31 11:14:56 +0000 UTC,Python,0,12,479,95,No Releases,123408
computer-science,2014-05-04 00:18:39 +0000 UTC,2022-08-31 10:44:15 +0000 UTC,,0,221,8,568,No Releases,122640
youtube-dl,2010-10-31 14:35:07 +0000 UTC,2022-08-31 11:09:47 +0000 UTC,Python,341,1571,3866,21288,2021-12-16T18:49:28Z,112872
fucking-algorithm,2020-02-19 09:01:23 +0000 UTC,2022-08-31 10:26:18 +0000 UTC,Markdown,1,207,169,314,2021-11-09T02:04:27Z,109712
the-art-of-command-line,2015-05-20 15:11:03 +0000 UTC,2022-08-31 10:57:31 +0000 UTC,,0,304,93,116,No Releases,109564
react-native,2015-01-09 18:10:16 +0000 UTC,2022-08-31 11:01:20 +0000 UTC,JavaScript,211,647,1905,21197,2022-08-25T15:29:37Z,104583
electron,2013-04-12 01:47:36 +0000 UTC,2022-08-31 09:30:45 +0000 UTC,C++,1038,15526,1589,15780,2022-08-30T17:12:16Z,103424
go,2014-08-19 04:33:40 +0000 UTC,2022-08-31 11:10:50 +0000 UTC,Go,0,1,7545,44192,No Releases,103313
d3,2010-09-27 17:22:42 +0000 UTC,2022-08-31 09:25:29 +0000 UTC,JavaScript,186,439,3,2108,2022-07-03T14:04:27Z,102550
30-seconds-of-code,2017-11-29 17:35:03 +0000 UTC,2022-08-31 11:06:04 +0000 UTC,JavaScript,4,752,0,277,2018-12-05T15:11:24Z,101966
awesome-selfhosted,2015-06-01 02:33:17 +0000 UTC,2022-08-31 11:16:00 +0000 UTC,JavaScript,0,1910,77,635,No Releases,100593
create-react-app,2016-07-17 14:55:11 +0000 UTC,2022-08-31 10:37:55 +0000 UTC,JavaScript,83,1941,1417,6411,2022-04-12T17:33:16Z,96715
axios,2014-08-18 22:30:27 +0000 UTC,2022-08-31 11:16:40 +0000 UTC,JavaScript,39,578,145,3609,2022-05-31T19:14:45Z,95478
free-programming-books-zh_CN,2013-11-04 01:59:19 +0000 UTC,2022-08-31 09:46:27 +0000 UTC,,3,280,0,0,2018-11-05T05:19:05Z,95290
next.js,2016-10-05 23:32:51 +0000 UTC,2022-08-31 10:52:17 +0000 UTC,JavaScript,1532,9787,1114,12336,2022-08-30T19:57:37Z,91866
kubernetes,2014-06-06 22:56:04 +0000 UTC,2022-08-31 11:05:10 +0000 UTC,Go,550,52336,1620,39848,2022-08-23T17:36:43Z,91610
node,2014-11-26 19:57:11 +0000 UTC,2022-08-31 11:16:37 +0000 UTC,JavaScript,303,4723,1300,13633,2022-08-24T15:14:33Z,89873
awesome-go,2014-07-06 13:42:15 +0000 UTC,2022-08-31 11:04:27 +0000 UTC,Go,0,2794,12,454,No Releases,86816
deno,2018-05-15 01:34:26 +0000 UTC,2022-08-31 10:56:02 +0000 UTC,Rust,190,6839,930,5452,2022-08-24T22:20:07Z,85030
terminal,2017-08-11 18:38:22 +0000 UTC,2022-08-31 09:32:53 +0000 UTC,C++,80,2830,1447,8936,2022-08-16T21:46:18Z,84985
three.js,2010-03-23 18:58:01 +0000 UTC,2022-08-31 10:48:13 +0000 UTC,JavaScript,135,9954,361,10923,2022-07-28T10:15:02Z,84842
TypeScript,2014-06-17 15:28:39 +0000 UTC,2022-08-31 11:10:50 +0000 UTC,TypeScript,162,12104,5523,29122,2022-08-25T21:17:59Z,83821
angular,2014-09-18 16:12:01 +0000 UTC,2022-08-31 10:55:55 +0000 UTC,TypeScript,198,3186,1110,23183,2022-08-26T00:41:06Z,83546
ant-design,2015-04-24 15:37:24 +0000 UTC,2022-08-31 11:03:49 +0000 UTC,TypeScript,503,9158,832,23706,2022-08-30T08:24:46Z,81681
nodebestpractices,2017-09-15 08:33:19 +0000 UTC,2022-08-31 10:52:22 +0000 UTC,JavaScript,0,736,20,279,No Releases,81082
material-ui,2014-08-18 19:11:54 +0000 UTC,2022-08-31 09:40:15 +0000 UTC,JavaScript,371,14020,1061,15226,2022-08-29T17:37:09Z,80813
puppeteer,2017-05-09 22:16:13 +0000 UTC,2022-08-31 09:00:42 +0000 UTC,TypeScript,117,2609,327,5167,2022-08-29T09:11:05Z,79653
vue-element-admin,2017-04-17 03:35:49 +0000 UTC,2022-08-31 10:00:22 +0000 UTC,Vue,49,313,1135,2317,2020-06-21T13:39:37Z,78221
tech-interview-handbook,2016-07-05 05:00:48 +0000 UTC,2022-08-31 10:17:53 +0000 UTC,JavaScript,0,180,12,46,No Releases,77530
PowerToys,2019-05-01 17:44:02 +0000 UTC,2022-08-31 10:36:05 +0000 UTC,C#,66,3402,2956,13353,2022-08-02T18:31:57Z,76934
java-design-patterns,2014-08-09 16:45:18 +0000 UTC,2022-08-31 09:38:39 +0000 UTC,Java,0,848,222,477,No Releases,76510
the-book-of-secret-knowledge,2018-06-23 10:43:14 +0000 UTC,2022-08-31 11:02:31 +0000 UTC,,0,122,0,0,No Releases,76250
project-based-learning,2017-04-12 05:07:46 +0000 UTC,2022-08-31 11:10:57 +0000 UTC,,0,179,16,42,No Releases,76243
animate.css,2011-10-12 10:07:38 +0000 UTC,2022-08-31 09:54:56 +0000 UTC,CSS,22,313,21,805,2020-09-07T11:20:17Z,75573
models,2016-02-05 01:15:20 +0000 UTC,2022-08-31 10:50:22 +0000 UTC,Python,24,2246,1116,5848,2022-07-08T01:19:14Z,74279
storybook,2016-03-18 04:23:44 +0000 UTC,2022-08-31 10:01:19 +0000 UTC,TypeScript,1050,6834,1925,7401,2022-08-31T02:58:55Z,73650
thefuck,2015-04-08 15:08:04 +0000 UTC,2022-08-31 10:50:24 +0000 UTC,Python,17,474,202,444,2022-01-02T21:45:09Z,73056
clean-code-javascript,2016-11-25 22:25:41 +0000 UTC,2022-08-31 10:33:30 +0000 UTC,JavaScript,0,148,48,81,No Releases,71608
LeetCodeAnimation,2018-12-06 08:01:22 +0000 UTC,2022-08-31 09:25:42 +0000 UTC,Java,0,63,14,42,No Releases,71283
rust,2010-06-16 20:39:03 +0000 UTC,2022-08-31 11:10:54 +0000 UTC,Rust,101,42173,8314,36650,2022-08-11T14:46:41Z,71276
laravel,2011-06-08 03:06:08 +0000 UTC,2022-08-31 10:45:18 +0000 UTC,PHP,119,1445,0,0,2022-08-29T13:54:18Z,70811
Font-Awesome,2012-02-17 14:19:43 +0000 UTC,2022-08-31 10:51:32 +0000 UTC,JavaScript,47,192,5289,13206,2022-07-25T17:48:16Z,70014
scrcpy,2017-11-21 18:00:27 +0000 UTC,2022-08-31 11:11:28 +0000 UTC,C,28,61,1079,2037,2022-04-28T18:46:33Z,69807
transformers,2018-10-29 13:56:00 +0000 UTC,2022-08-31 10:56:03 +0000 UTC,Python,99,7092,402,9503,2022-08-24T13:54:13Z,69312
realworld,2016-02-26 20:49:53 +0000 UTC,2022-08-31 04:58:14 +0000 UTC,Shell,0,227,52,453,No Releases,68535
awesome-vue,2015-10-20 00:16:14 +0000 UTC,2022-08-31 10:34:55 +0000 UTC,,0,3342,25,180,No Releases,66174
django,2012-04-28 02:47:18 +0000 UTC,2022-08-31 10:33:39 +0000 UTC,Python,0,7600,0,0,No Releases,65977
bitcoin,2010-12-19 15:16:43 +0000 UTC,2022-08-31 11:12:41 +0000 UTC,C++,37,12106,461,6584,2022-04-21T19:46:36Z,65958
FiraCode,2014-11-11 19:32:38 +0000 UTC,2022-08-31 09:35:42 +0000 UTC,Clojure,29,123,332,892,2021-12-06T20:52:45Z,65845
advanced-java,2018-10-06 11:38:30 +0000 UTC,2022-08-31 10:09:53 +0000 UTC,Java,1,74,1,132,2021-10-21T09:28:54Z,65216
papers-we-love,2013-12-15 14:31:41 +0000 UTC,2022-08-31 10:26:01 +0000 UTC,Shell,0,403,16,157,No Releases,63966
moby,2013-01-18 18:10:57 +0000 UTC,2022-08-31 11:01:43 +0000 UTC,Go,107,17516,4035,17481,2022-06-07T01:27:08Z,63907
opencv,2012-07-19 09:40:17 +0000 UTC,2022-08-31 11:09:29 +0000 UTC,C++,58,10703,2152,6920,2022-06-05T15:32:44Z,63476
json-server,2013-11-27 13:21:13 +0000 UTC,2022-08-31 10:20:39 +0000 UTC,JavaScript,10,100,558,456,2021-08-02T01:27:41Z,63068
spring-boot,2012-10-19 15:02:57 +0000 UTC,2022-08-31 09:17:02 +0000 UTC,Java,145,41,520,26041,2022-08-18T05:22:18Z,62977
gin,2014-06-16 23:57:25 +0000 UTC,2022-08-31 11:01:36 +0000 UTC,Go,22,853,446,1444,2022-06-06T13:01:40Z,62391
svelte,2016-11-20 18:13:05 +0000 UTC,2022-08-31 11:06:02 +0000 UTC,TypeScript,0,2394,660,3892,No Releases,61790
webpack,2012-03-10 10:08:14 +0000 UTC,2022-08-31 08:54:16 +0000 UTC,JavaScript,381,4180,187,8988,2022-07-25T08:00:03Z,61702
reveal.js,2011-06-07 18:54:22 +0000 UTC,2022-08-31 11:15:19 +0000 UTC,JavaScript,38,365,633,1526,2022-03-21T09:39:51Z,61647
Front-End-Checklist,2017-10-16 10:12:36 +0000 UTC,2022-08-31 10:05:06 +0000 UTC,,1,172,5,132,2018-07-06T13:01:43Z,61574
hugo,2013-07-04 15:26:26 +0000 UTC,2022-08-31 10:32:04 +0000 UTC,Go,201,1761,584,5523,2022-08-31T10:42:06Z,61533
every-programmer-should-know,2017-08-24 13:18:26 +0000 UTC,2022-08-31 11:13:01 +0000 UTC,,0,86,25,17,No Releases,61514
elasticsearch,2010-02-08 13:20:56 +0000 UTC,2022-08-31 11:12:52 +0000 UTC,Java,96,50739,3450,27154,2022-08-30T15:30:35Z,60955
mall,2018-04-04 01:11:44 +0000 UTC,2022-08-31 11:15:49 +0000 UTC,Java,2,0,25,412,2022-06-07T09:28:50Z,60729
nvm,2010-04-15 17:47:47 +0000 UTC,2022-08-31 10:54:10 +0000 UTC,Shell,60,654,299,1491,2021-12-17T22:55:52Z,60538
swift,2015-10-23 21:15:07 +0000 UTC,2022-08-31 09:21:02 +0000 UTC,C++,41,38918,5510,7290,2022-06-02T05:26:31Z,60468
netdata,2013-06-17 18:39:10 +0000 UTC,2022-08-31 11:04:58 +0000 UTC,C,57,5696,178,6771,2022-08-15T13:52:59Z,60453
flask,2010-04-06 11:11:59 +0000 UTC,2022-08-31 09:30:59 +0000 UTC,Python,23,1399,3,2385,2022-08-08T23:25:33Z,60394
tailwindcss,2017-10-06 14:59:14 +0000 UTC,2022-08-31 10:13:09 +0000 UTC,JavaScript,201,1490,9,2475,2022-08-05T14:33:22Z,60225
frp,2015-12-21 15:24:59 +0000 UTC,2022-08-31 11:07:22 +0000 UTC,Go,73,393,110,2360,2022-07-10T16:11:23Z,59532
angular.js,2010-01-06 00:34:37 +0000 UTC,2022-08-29 14:35:11 +0000 UTC,JavaScript,0,789,391,8649,No Releases,59402
free-for-dev,2015-03-18 21:06:26 +0000 UTC,2022-08-31 11:15:56 +0000 UTC,HTML,0,1938,0,0,No Releases,58826
HelloGitHub,2016-05-04 06:24:11 +0000 UTC,2022-08-31 10:26:06 +0000 UTC,Python,22,14,28,2244,2022-08-29T01:07:46Z,58705
redux,2015-05-29 23:53:15 +0000 UTC,2022-08-31 10:39:18 +0000 UTC,TypeScript,67,1543,41,1922,2022-04-18T21:55:19Z,58573
atom,2012-01-20 18:18:21 +0000 UTC,2022-08-31 07:53:57 +0000 UTC,JavaScript,538,3928,917,16139,2022-03-07T23:18:59Z,58420
pytorch,2016-08-13 05:26:41 +0000 UTC,2022-08-31 10:26:07 +0000 UTC,C++,41,5171,9132,18845,2022-08-02T23:50:01Z,58366
resume.github.com,2011-02-06 13:39:55 +0000 UTC,2022-08-31 11:01:54 +0000 UTC,JavaScript,0,84,48,59,No Releases,58343
express,2009-06-26 18:56:01 +0000 UTC,2022-08-31 10:07:29 +0000 UTC,JavaScript,146,257,107,3588,2022-04-29T19:32:26Z,58139
interviews,2017-02-14 18:19:25 +0000 UTC,2022-08-31 09:40:19 +0000 UTC,Java,0,42,30,19,No Releases,58090
Chart.js,2013-03-17 23:56:36 +0000 UTC,2022-08-31 09:01:20 +0000 UTC,JavaScript,91,2720,156,6374,2022-08-03T12:46:38Z,57940
neovim,2014-01-31 13:39:22 +0000 UTC,2022-08-31 11:00:16 +0000 UTC,Vim Script,27,7809,1214,7320,2022-08-30T02:55:00Z,57243
app-ideas,2019-02-25 18:36:56 +0000 UTC,2022-08-31 10:31:32 +0000 UTC,,0,149,46,32,No Releases,57229
architect-awesome,2018-04-06 13:30:58 +0000 UTC,2022-08-31 10:57:36 +0000 UTC,,0,49,47,19,No Releases,56738
jquery,2009-04-03 15:20:14 +0000 UTC,2022-08-31 10:07:45 +0000 UTC,JavaScript,3,555,74,2120,2022-08-26T17:52:18Z,56631
Web-Dev-For-Beginners,2020-11-10 02:44:00 +0000 UTC,2022-08-31 10:32:07 +0000 UTC,JavaScript,0,347,0,0,No Releases,56626
redis,2009-03-21 22:32:25 +0000 UTC,2022-08-31 10:42:55 +0000 UTC,C,35,2953,1706,3899,2022-07-18T13:04:07Z,56556
socket.io,2010-03-11 18:24:48 +0000 UTC,2022-08-31 08:01:36 +0000 UTC,TypeScript,50,408,99,3138,2022-06-26T07:49:21Z,56552
markdown-here,2012-05-13 03:27:22 +0000 UTC,2022-08-31 07:29:49 +0000 UTC,JavaScript,11,20,285,308,2018-09-30T13:17:46Z,56465
code-server,2019-02-27 16:50:41 +0000 UTC,2022-08-31 09:37:43 +0000 UTC,TypeScript,80,1136,180,2808,2022-08-17T18:10:54Z,56398
keras,2015-03-28 00:35:42 +0000 UTC,2022-08-31 11:15:11 +0000 UTC,Python,39,2692,250,11188,2022-04-22T17:34:55Z,56031
protobuf,2014-08-26 15:52:15 +0000 UTC,2022-08-31 10:36:54 +0000 UTC,C++,104,3893,759,4374,2022-08-09T18:23:09Z,56020
awesome-machine-learning,2014-07-15 19:11:19 +0000 UTC,2022-08-31 10:45:31 +0000 UTC,Python,0,744,1,74,No Releases,55653
Awesome-Hacking,2016-03-30 15:47:10 +0000 UTC,2022-08-31 10:39:58 +0000 UTC,,0,27,0,0,No Releases,55277
Front-end-Developer-Interview-Questions,2012-02-09 23:34:10 +0000 UTC,2022-08-31 08:14:58 +0000 UTC,Nunjucks,0,422,4,124,No Releases,55076
shadowsocks-windows,2013-01-14 07:54:16 +0000 UTC,2022-08-31 09:20:25 +0000 UTC,C#,55,278,98,2706,2022-02-08T10:54:26Z,54990
iptv,2018-11-14 22:00:57 +0000 UTC,2022-08-31 10:23:44 +0000 UTC,JavaScript,0,4489,449,2409,No Releases,54930
core,2013-09-17 07:29:48 +0000 UTC,2022-08-31 07:46:37 +0000 UTC,Python,976,38736,1411,30077,2022-08-25T19:51:17Z,54598
ansible,2012-03-06 14:58:02 +0000 UTC,2022-08-31 11:01:26 +0000 UTC,Python,0,35539,696,29989,No Releases,54339
lodash,2012-04-07 04:11:46 +0000 UTC,2022-08-31 10:05:17 +0000 UTC,JavaScript,2,573,266,3764,2016-01-13T08:12:14Z,54226
nocode,2018-02-06 23:54:00 +0000 UTC,2022-08-31 09:44:02 +0000 UTC,Dockerfile,1,1,3775,573,2018-02-07T01:31:48Z,53543
gatsby,2015-05-21 22:43:05 +0000 UTC,2022-08-31 10:58:01 +0000 UTC,JavaScript,119,16956,87,13506,2022-08-30T18:15:35Z,53459
Apollo-11,2014-04-03 15:45:02 +0000 UTC,2022-08-31 09:40:34 +0000 UTC,Assembly,0,302,58,316,No Releases,53355
html5-boilerplate,2010-01-24 18:03:24 +0000 UTC,2022-08-31 06:55:10 +0000 UTC,JavaScript,32,640,7,1269,2020-06-04T17:31:25Z,53266
godot,2014-01-04 16:05:36 +0000 UTC,2022-08-31 11:04:42 +0000 UTC,C++,40,23113,6483,28733,2022-08-05T01:40:16Z,52666
awesome-mac,2016-07-17 15:33:47 +0000 UTC,2022-08-31 11:03:47 +0000 UTC,JavaScript,5,669,83,244,2022-07-22T13:39:54Z,52646
element,2016-09-03 06:19:26 +0000 UTC,2022-08-31 10:45:35 +0000 UTC,Vue,140,3192,2051,15132,2022-06-03T01:48:33Z,52597
echarts,2013-04-03 03:18:59 +0000 UTC,2022-08-31 10:37:43 +0000 UTC,TypeScript,103,1068,2120,13931,2022-06-09T11:19:29Z,52333
33-js-concepts,2018-09-04 13:27:04 +0000 UTC,2022-08-31 10:44:46 +0000 UTC,JavaScript,0,138,10,32,No Releases,51482
rails,2008-04-11 02:19:47 +0000 UTC,2022-08-31 10:19:14 +0000 UTC,Ruby,79,19995,357,15442,2022-05-09T13:57:53Z,51347
scikit-learn,2010-08-17 09:43:38 +0000 UTC,2022-08-31 10:23:40 +0000 UTC,Python,29,9510,1539,8057,2022-08-05T14:40:59Z,51223
awesome-react,2014-08-06 05:31:44 +0000 UTC,2022-08-31 10:49:10 +0000 UTC,,0,764,18,70,No Releases,50892
awesome-public-datasets,2014-11-20 06:20:50 +0000 UTC,2022-08-31 11:04:03 +0000 UTC,,0,188,56,46,No Releases,50818
grafana,2013-12-11 15:59:56 +0000 UTC,2022-08-31 10:52:50 +0000 UTC,TypeScript,308,23250,2387,23294,2022-08-30T14:01:25Z,50713
Semantic-UI,2013-04-08 23:32:04 +0000 UTC,2022-08-31 10:50:51 +0000 UTC,JavaScript,153,351,944,5242,2018-10-13T22:51:35Z,50141
nest,2017-02-04 20:12:52 +0000 UTC,2022-08-31 10:27:38 +0000 UTC,TypeScript,74,4284,38,4288,2022-08-16T09:30:52Z,49967
mermaid,2014-11-01 23:52:32 +0000 UTC,2022-08-31 10:22:48 +0000 UTC,JavaScript,93,1188,764,1213,2022-08-18T17:57:58Z,49595
tauri,2019-07-13 09:09:37 +0000 UTC,2022-08-31 11:11:00 +0000 UTC,Rust,420,2516,209,1520,2022-07-22T15:08:38Z,49397
leetcode,2018-03-30 09:13:51 +0000 UTC,2022-08-31 09:40:38 +0000 UTC,JavaScript,40,234,2,238,2022-04-16T17:34:47Z,49185
awesome-interview-questions,2015-11-28 09:48:17 +0000 UTC,2022-08-31 11:05:11 +0000 UTC,,0,175,1,29,No Releases,49142
spring-framework,2010-12-08 04:04:45 +0000 UTC,2022-08-31 11:01:44 +0000 UTC,Java,234,719,1230,21157,2022-07-14T08:39:33Z,48978
DeepLearning-500-questions,2018-06-27 06:36:45 +0000 UTC,2022-08-31 09:21:10 +0000 UTC,JavaScript,0,302,99,80,No Releases,48819
fastapi,2018-12-08 08:21:47 +0000 UTC,2022-08-31 11:19:13 +0000 UTC,Python,129,972,1104,1952,2022-08-26T15:18:44Z,48792
normalize.css,2011-05-04 10:20:25 +0000 UTC,2022-08-31 08:48:56 +0000 UTC,CSS,0,56,38,453,No Releases,48511
requests,2011-02-13 18:38:17 +0000 UTC,2022-08-31 09:46:51 +0000 UTC,Python,4,1455,183,3440,2022-06-29T15:09:11Z,48126
superset,2015-07-21 18:55:34 +0000 UTC,2022-08-31 11:19:20 +0000 UTC,TypeScript,91,9398,1146,7269,2022-08-30T16:38:41Z,47897
react-router,2014-05-16 22:22:51 +0000 UTC,2022-08-31 09:59:13 +0000 UTC,TypeScript,234,1487,83,6455,2022-08-18T14:27:46Z,47892
ionic-framework,2013-08-20 23:06:02 +0000 UTC,2022-08-31 09:58:37 +0000 UTC,TypeScript,403,3729,544,19713,2022-08-31T06:33:52Z,47880
GitHub-Chinese-Top-Charts,2019-09-05 03:01:56 +0000 UTC,2022-08-31 10:42:24 +0000 UTC,Java,0,0,84,147,No Releases,47727
Best-websites-a-programmer-should-visit,2017-03-05 20:25:17 +0000 UTC,2022-08-31 07:19:31 +0000 UTC,,0,345,19,58,No Releases,47626
Java,2016-07-16 10:21:02 +0000 UTC,2022-08-31 11:10:04 +0000 UTC,Java,0,831,6,669,No Releases,47494
strapi,2015-09-30 15:34:48 +0000 UTC,2022-08-31 11:16:57 +0000 UTC,JavaScript,244,5026,308,6491,2022-08-25T07:37:19Z,47443
javascript-questions,2019-06-12 08:26:27 +0000 UTC,2022-08-31 10:39:08 +0000 UTC,,0,290,68,130,No Releases,47201
cpython,2017-02-10 19:23:51 +0000 UTC,2022-08-31 11:17:47 +0000 UTC,Python,0,28935,6808,53751,No Releases,47172
vite,2020-04-21 05:03:57 +0000 UTC,2022-08-31 10:14:57 +0000 UTC,TypeScript,179,2459,456,4080,2022-08-29T14:12:13Z,46872
moment,2011-03-01 02:46:06 +0000 UTC,2022-08-31 10:53:37 +0000 UTC,JavaScript,0,712,170,3819,No Releases,46869
HowToCook,2020-02-29 10:43:49 +0000 UTC,2022-08-31 11:16:31 +0000 UTC,Shell,1,424,303,233,2022-07-12T17:14:59Z,46757
fzf,2013-10-23 16:04:23 +0000 UTC,2022-08-31 11:19:41 +0000 UTC,Go,19,330,245,1945,2022-08-28T22:23:52Z,46650
manim,2015-03-22 18:50:58 +0000 UTC,2022-08-31 10:55:56 +0000 UTC,Python,10,513,336,650,2022-04-13T02:36:38Z,46620
tesseract,2014-08-12 18:04:59 +0000 UTC,2022-08-31 11:14:39 +0000 UTC,C++,22,1282,351,2040,2022-07-06T20:18:06Z,46449
awesome-nodejs,2014-07-11 13:35:34 +0000 UTC,2022-08-31 11:15:18 +0000 UTC,,0,391,0,95,No Releases,46446
material-design-icons,2014-10-08 18:01:28 +0000 UTC,2022-08-31 10:32:02 +0000 UTC,,16,40,178,974,2020-08-20T04:34:17Z,46406
RxJava,2013-01-08 20:11:48 +0000 UTC,2022-08-31 08:56:24 +0000 UTC,Java,229,3101,12,3085,2022-05-30T06:49:23Z,46388
syncthing,2013-11-26 09:48:21 +0000 UTC,2022-08-31 10:17:12 +0000 UTC,Go,308,2201,328,4620,2022-08-23T09:56:42Z,46355
hoppscotch,2019-08-21 13:15:24 +0000 UTC,2022-08-31 09:34:32 +0000 UTC,Vue,14,949,88,778,2022-01-24T07:30:38Z,46033
bulma,2016-01-23 23:48:34 +0000 UTC,2022-08-31 01:56:28 +0000 UTC,CSS,17,595,149,2272,2022-05-08T13:49:05Z,46010
face_recognition,2017-03-03 21:52:39 +0000 UTC,2022-08-31 11:17:15 +0000 UTC,Python,2,94,663,567,2018-04-02T17:17:19Z,45648
guava,2014-05-29 16:23:17 +0000 UTC,2022-08-31 08:53:58 +0000 UTC,Java,35,363,655,2727,2022-02-28T21:06:35Z,45574
you-get,2012-08-20 15:53:36 +0000 UTC,2022-08-31 11:09:46 +0000 UTC,Python,117,558,0,0,2022-07-01T21:26:57Z,45335
github-readme-stats,2020-07-09 10:34:22 +0000 UTC,2022-08-31 10:18:21 +0000 UTC,JavaScript,0,387,91,675,No Releases,45252
jekyll,2008-10-20 06:29:03 +0000 UTC,2022-08-31 08:44:49 +0000 UTC,Ruby,103,3021,89,4493,2022-03-27T20:24:44Z,45218
hacker-scripts,2015-11-21 19:05:09 +0000 UTC,2022-08-31 05:48:33 +0000 UTC,JavaScript,0,63,35,38,No Releases,44949
scrapy,2010-02-22 02:01:14 +0000 UTC,2022-08-31 10:25:44 +0000 UTC,Python,27,1819,515,2168,2022-07-25T11:34:10Z,44401
prometheus,2012-11-24 11:14:12 +0000 UTC,2022-08-31 10:58:56 +0000 UTC,Go,225,4816,501,4201,2022-08-16T13:20:13Z,44073
awesome-android-ui,2014-12-24 01:45:03 +0000 UTC,2022-08-31 10:26:35 +0000 UTC,,0,90,6,91,No Releases,43706
design-resources-for-developers,2020-05-06 14:40:35 +0000 UTC,2022-08-31 10:47:09 +0000 UTC,,0,793,0,80,No Releases,43702
prettier,2016-11-29 17:13:37 +0000 UTC,2022-08-31 10:14:16 +0000 UTC,JavaScript,85,6372,902,4758,2022-08-17T08:47:16Z,43694
git,2008-07-23 14:21:26 +0000 UTC,2022-08-31 08:38:03 +0000 UTC,C,0,3,0,0,No Releases,43354
serverless,2015-04-21 03:48:40 +0000 UTC,2022-08-31 10:29:12 +0000 UTC,JavaScript,348,4289,902,4832,2022-08-16T12:25:18Z,43352
localstack,2016-10-25 23:48:03 +0000 UTC,2022-08-31 09:01:02 +0000 UTC,Python,55,2610,298,3539,2022-08-08T20:56:17Z,43218
awesome-for-beginners,2015-10-24 19:53:36 +0000 UTC,2022-08-31 10:26:37 +0000 UTC,,0,329,2,100,No Releases,43147
